"","id","cs","alt","choice","none","price","battery1","battery2","battery3","battery4","weight1","weight2","weight3","sound1","sound2","sound3"
"596",40,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0
"597",40,6,1,0,0,90,-1,-1,-1,-1,1,0,0,1,0,0
"598",40,6,2,0,0,150,1,0,0,0,-1,-1,-1,-1,-1,-1
"599",40,6,3,1,0,70,-1,-1,-1,-1,0,1,0,0,0,1
"600",40,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0
"601",40,7,1,0,0,90,0,0,1,0,-1,-1,-1,1,0,0
"602",40,7,2,0,0,150,0,0,0,1,0,0,1,1,0,0
"603",40,7,3,0,0,150,1,0,0,0,0,1,0,0,1,0
"604",40,7,4,1,1,0,0,0,0,0,0,0,0,0,0,0
"605",40,8,1,0,0,90,0,1,0,0,0,1,0,0,0,1
"606",40,8,2,1,0,70,0,0,1,0,1,0,0,-1,-1,-1
"607",40,8,3,0,0,130,-1,-1,-1,-1,0,0,1,0,1,0
"608",40,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0
"609",40,9,1,0,0,150,0,1,0,0,1,0,0,0,1,0
"610",40,9,2,0,0,130,0,1,0,0,-1,-1,-1,0,0,1
"611",40,9,3,0,0,110,0,0,1,0,0,0,1,1,0,0
"612",40,9,4,1,1,0,0,0,0,0,0,0,0,0,0,0
"613",40,10,1,0,0,110,0,1,0,0,-1,-1,-1,-1,-1,-1
